Customer Name,Order Priority,Product Category,Product Sub-Category,Region,Ship Mode,COGS
Tom Ashbrook,High,Office Supplies,Paper,West,Express Air,11.15
Tom Ashbrook,High,Office Supplies,Storage & Organization,West,Regular Air,35
Duane Huffman,Low,Technology,Computer Peripherals,Central,Express Air,5.53
Duane Huffman,Low,Technology,Computer Peripherals,Central,Regular Air,1.99
Grace Kelly,Medium,Office Supplies,Paper,West,Regular Air,4.79
Thomas Seio,Critical,Office Supplies,Appliances,Central,Regular Air,6.89
Thomas Seio,Critical,Technology,Office Machines,Central,Regular Air,19.99
Thomas Seio,Critical,Office Supplies,Envelopes,Central,Regular Air,6.97
Greg Guthrie,Low,Office Supplies,Pens & Art Supplies,Central,Regular Air,0.71
Greg Matthias,Low,Technology,Office Machines,West,Delivery Truck,14.7
Joni Wasserman,Not Specified,Furniture,Tables,West,Delivery Truck,60
Fred McMath,High,Office Supplies,Appliances,East,Regular Air,5.15
Mike Pelletier,High,Office Supplies,Pens & Art Supplies,West,Regular Air,3.97
Mike Pelletier,High,Office Supplies,Storage & Organization,West,Regular Air,9.69
Bill Eplett,Medium,Furniture,Office Furnishings,East,Express Air,8.99
Sonia Cooley,Low,Office Supplies,Paper,West,Express Air,13.26
Scott Cohen,Medium,Technology,Office Machines,East,Delivery Truck,14.7
Frank Olsen,Low,Technology,Computer Peripherals,West,Regular Air,1.99
Joy Daniels,Low,Office Supplies,Pens & Art Supplies,South,Regular Air,4.17
Joy Daniels,Low,Technology,Telephones and Communication,South,Regular Air,4.2
Mitch Willingham,High,Office Supplies,Storage & Organization,South,Regular Air,35
Mitch Willingham,High,Office Supplies,Labels,South,Express Air,0.5
Eric Murdock,Medium,Office Supplies,Rubber Bands,West,Regular Air,0.7
Rachel Payne,Low,Office Supplies,Envelopes,South,Regular Air,14.72
Nora Pelletier,Not Specified,Office Supplies,Labels,South,Regular Air,0.5
Nora Pelletier,Not Specified,Office Supplies,Storage & Organization,South,Regular Air,19.99
Barbara Fisher,Not Specified,Office Supplies,Binders and Binder Accessories,Central,Regular Air,4.79
Barbara Fisher,Not Specified,Office Supplies,Labels,Central,Regular Air,0.49
Justin Hirsh,Low,Office Supplies,Pens & Art Supplies,Central,Regular Air,2.89
Harold Engle,High,Office Supplies,Pens & Art Supplies,Central,Regular Air,8.99
Vivek Sundaresam,Critical,Furniture,Bookcases,East,Delivery Truck,57.38
Thomas Brumley,Medium,Office Supplies,Paper,South,Regular Air,7.54
Thomas Brumley,Medium,Office Supplies,Paper,South,Regular Air,8.18
Phillip Flathmann,Low,Office Supplies,Envelopes,South,Express Air,1.39
Phillip Flathmann,Low,Office Supplies,Paper,South,Regular Air,9.03
Joel Eaton,Medium,Furniture,Chairs & Chairmats,South,Delivery Truck,62.94
Karen Daniels,Low,Office Supplies,Appliances,East,Express Air,0.99
Karen Daniels,Low,Technology,Computer Peripherals,East,Regular Air,1.99
Karen Daniels,Low,Furniture,Tables,East,Delivery Truck,16.01
Carol Darley,Low,Office Supplies,Envelopes,West,Express Air,19.51
John Lucas,Low,Technology,Computer Peripherals,East,Regular Air,1.99
John Lucas,Low,Office Supplies,Paper,East,Regular Air,9.03
Valerie Takahito,Medium,Technology,Telephones and Communication,West,Regular Air,4.2
Katrina Bavinger,Low,Furniture,Chairs & Chairmats,Central,Delivery Truck,26.2
Dave Poirier,Medium,Office Supplies,Paper,East,Regular Air,17.48
James Galang,Critical,Office Supplies,Binders and Binder Accessories,South,Regular Air,6.16
Brad Thomas,Medium,Technology,Telephones and Communication,West,Express Air,2.5
John Castell,Low,Furniture,Office Furnishings,Central,Regular Air,3.68
John Castell,Low,Office Supplies,Paper,Central,Regular Air,17.08
Brendan Dodson,Not Specified,Office Supplies,Binders and Binder Accessories,Central,Regular Air,6.27
Brendan Dodson,Not Specified,Technology,Copiers and Fax,Central,Regular Air,24.49
Fred Chung,Low,Office Supplies,Envelopes,East,Express Air,19.51
Alan Hwang,Medium,Furniture,Bookcases,Central,Delivery Truck,55.81
Cindy Chapman,High,Office Supplies,Binders and Binder Accessories,West,Regular Air,4.97
Tracy Blumstein,Not Specified,Office Supplies,Binders and Binder Accessories,South,Regular Air,5.68
Tracy Blumstein,Not Specified,Furniture,Office Furnishings,South,Regular Air,5.81
Nathan Mautz,Critical,Furniture,Office Furnishings,South,Regular Air,19.99
Darrin Sayre,Critical,Office Supplies,Storage & Organization,East,Delivery Truck,99
Nick Crebassa,Not Specified,Technology,Office Machines,South,Delivery Truck,55.3
Brad Thomas,Low,Office Supplies,Storage & Organization,East,Regular Air,6.25
Clytie Kelty,Critical,Office Supplies,Appliances,East,Regular Air,9.23
Clytie Kelty,Critical,Technology,Office Machines,East,Delivery Truck,26.53
Clytie Kelty,Critical,Office Supplies,Paper,East,Express Air,9.54
Elizabeth Moffitt,Low,Furniture,Office Furnishings,East,Regular Air,7.24
Bart Watters,Not Specified,Office Supplies,"Scissors, Rulers and Trimmers",Central,Regular Air,4.68
Neoma Murray,Medium,Technology,Office Machines,South,Delivery Truck,29.7
Neoma Murray,Medium,Technology,Office Machines,South,Delivery Truck,30.06
Neoma Murray,Medium,Technology,Telephones and Communication,South,Regular Air,8.99
Fred McMath,Low,Office Supplies,Storage & Organization,East,Regular Air,35
Dorris Love,Low,Office Supplies,Binders and Binder Accessories,East,Express Air,8.94
Barbara Fisher,Not Specified,Technology,Telephones and Communication,Central,Regular Air,0.99
Patrick Jones,Critical,Office Supplies,Paper,South,Regular Air,5.08
Neoma Murray,High,Office Supplies,Paper,South,Express Air,6.22
Jim Sink,Critical,Furniture,Tables,East,Delivery Truck,42.52
Sean Wendt,Low,Office Supplies,Pens & Art Supplies,Central,Regular Air,8.99
Alan Hwang,High,Office Supplies,Paper,Central,Regular Air,5.15
Mary O'Rourke,Medium,Furniture,Office Furnishings,Central,Regular Air,4
Mary O'Rourke,Medium,Office Supplies,Paper,Central,Regular Air,19.99
Sally Knutson,Not Specified,Office Supplies,Appliances,Central,Regular Air,4.5
Sally Knutson,Not Specified,Office Supplies,Envelopes,Central,Regular Air,19.99
Nathan Cano,Not Specified,Technology,Computer Peripherals,Central,Regular Air,1.99
Lycoris Saunders,Critical,Office Supplies,Labels,South,Regular Air,0.5
Lycoris Saunders,Critical,Office Supplies,Paper,South,Regular Air,1.52
Lycoris Saunders,Critical,Office Supplies,Storage & Organization,South,Regular Air,19.99
Rob Dowd,Low,Office Supplies,Binders and Binder Accessories,Central,Regular Air,1.49
Matt Abelman,Critical,Furniture,Office Furnishings,Central,Regular Air,6.85
Philip Brown,High,Office Supplies,Paper,Central,Regular Air,5.19
Caroline Jumper,Medium,Office Supplies,Binders and Binder Accessories,East,Regular Air,4.95
Carol Triggs,Critical,Office Supplies,Binders and Binder Accessories,East,Regular Air,1.49
Pete Takahito,Critical,Technology,Telephones and Communication,East,Regular Air,5.99
William Brown,Medium,Office Supplies,Binders and Binder Accessories,South,Regular Air,5.48
Theresa Swint,High,Furniture,Office Furnishings,East,Express Air,5.72
Amy Cox,Medium,Furniture,Chairs & Chairmats,Central,Delivery Truck,26.2
Amy Cox,Medium,Furniture,Office Furnishings,Central,Regular Air,7.98
Catherine Glotzbach,Critical,Office Supplies,Appliances,West,Delivery Truck,60
Lauren Leatherbury,Medium,Furniture,Chairs & Chairmats,West,Delivery Truck,74.35
Lauren Leatherbury,Medium,Office Supplies,Paper,West,Regular Air,5.46
Carlos Soltero,High,Office Supplies,Binders and Binder Accessories,Central,Regular Air,6.83
Quincy Jones,Critical,Technology,Computer Peripherals,West,Regular Air,1.99
Victoria Pisteka,Not Specified,Furniture,Office Furnishings,West,Regular Air,3.77
Victoria Pisteka,Not Specified,Office Supplies,Storage & Organization,West,Express Air,5.49
Victoria Pisteka,Not Specified,Office Supplies,Appliances,West,Regular Air,5.1
Luke Weiss,Not Specified,Office Supplies,"Scissors, Rulers and Trimmers",Central,Regular Air,3.37
Thomas Boland,Medium,Office Supplies,Appliances,Central,Regular Air,4.98
Thomas Boland,Medium,Technology,Telephones and Communication,Central,Regular Air,4.2
Jack O'Briant,Not Specified,Office Supplies,Storage & Organization,South,Regular Air,7.46
Jasper Cacioppo,Not Specified,Office Supplies,Binders and Binder Accessories,East,Regular Air,15.09
Michael Dominguez,Not Specified,Technology,Computer Peripherals,Central,Regular Air,6.5
Maribeth Yedwab,Not Specified,Office Supplies,Rubber Bands,South,Express Air,0.8
Maribeth Yedwab,Not Specified,Technology,Telephones and Communication,South,Regular Air,8.08
Darrin Martin,Medium,Office Supplies,Storage & Organization,South,Regular Air,4.51
Cari Sayre,Medium,Office Supplies,Binders and Binder Accessories,West,Express Air,6.05
Cari Sayre,Medium,Furniture,Chairs & Chairmats,West,Delivery Truck,69.55
Cari Sayre,Medium,Furniture,Office Furnishings,West,Express Air,5.81
Charlotte Melton,Medium,Office Supplies,Rubber Bands,Central,Regular Air,0.7
Michael Dominguez,High,Office Supplies,Pens & Art Supplies,East,Regular Air,0.96
Darren Budd,High,Furniture,Bookcases,Central,Regular Air,4.95
Darren Budd,High,Furniture,Tables,Central,Express Air,19.99
Bill Donatelli,High,Technology,Computer Peripherals,Central,Regular Air,5.5
Bill Donatelli,High,Furniture,Office Furnishings,Central,Regular Air,14.87
Mike Caudle,High,Office Supplies,Binders and Binder Accessories,Central,Regular Air,19.99
Mike Caudle,High,Technology,Computer Peripherals,Central,Regular Air,1.99
Sung Pak,Critical,Office Supplies,Envelopes,West,Regular Air,6.71
Peter Fuller,Critical,Office Supplies,Pens & Art Supplies,South,Regular Air,0.81
Joe Elijah,High,Office Supplies,Binders and Binder Accessories,South,Express Air,2.99
Joe Elijah,High,Office Supplies,Envelopes,South,Regular Air,6.71
Lauren Leatherbury,High,Office Supplies,Binders and Binder Accessories,West,Regular Air,2.99
Lauren Leatherbury,High,Technology,Office Machines,West,Delivery Truck,8.73
Lauren Leatherbury,High,Office Supplies,Pens & Art Supplies,West,Regular Air,8.99
Lauren Leatherbury,High,Office Supplies,Storage & Organization,West,Regular Air,4.81
Jennifer Braxton,Medium,Office Supplies,Binders and Binder Accessories,Central,Regular Air,19.99
Joel Jenkins,Low,Furniture,Office Furnishings,Central,Regular Air,6.67
Mike Pelletier,Not Specified,Furniture,Bookcases,West,Delivery Truck,60.2
Mike Pelletier,Not Specified,Technology,Telephones and Communication,West,Regular Air,8.08
Ricardo Block,Medium,Furniture,Office Furnishings,West,Regular Air,12.52
Brad Thomas,Low,Technology,Computer Peripherals,East,Regular Air,6.5
Jack O'Briant,Low,Technology,Telephones and Communication,South,Express Air,5.63
Barry Blumstein,Critical,Office Supplies,Paper,West,Regular Air,6.26
Barry Blumstein,Critical,Office Supplies,Storage & Organization,West,Regular Air,9.71
Sean Braxton,Not Specified,Office Supplies,Binders and Binder Accessories,South,Regular Air,2.99
Sean Braxton,Not Specified,Furniture,Chairs & Chairmats,South,Delivery Truck,19.19
Sean Braxton,Not Specified,Technology,Office Machines,South,Regular Air,5.76
Beth Thompson,Not Specified,Office Supplies,Pens & Art Supplies,Central,Regular Air,1.2
Beth Thompson,Not Specified,Furniture,Tables,Central,Delivery Truck,69.64
Dean Percer,High,Technology,Telephones and Communication,East,Regular Air,8.99
Evan Henry,Low,Technology,Telephones and Communication,East,Regular Air,3.99
Randy Bradley,Not Specified,Technology,Computer Peripherals,South,Regular Air,19.99
Dan Reichenbach,Medium,Office Supplies,Labels,Central,Regular Air,0.49
Dan Reichenbach,Medium,Furniture,Office Furnishings,Central,Regular Air,8.66
Dan Reichenbach,Medium,Office Supplies,Paper,Central,Regular Air,2.01
Dennis Kane,Medium,Office Supplies,Paper,East,Regular Air,5.76
Dennis Kane,Medium,Technology,Telephones and Communication,East,Regular Air,7.69
Yana Sorensen,Critical,Office Supplies,Binders and Binder Accessories,East,Regular Air,6.28
Corey Lock,Medium,Office Supplies,Paper,West,Express Air,9.03
Corey Lock,Medium,Office Supplies,Paper,West,Regular Air,4.82
Lisa DeCherney,Critical,Office Supplies,Paper,Central,Regular Air,5.68
Lisa DeCherney,Critical,Furniture,Tables,Central,Delivery Truck,85.63
Lisa DeCherney,Critical,Furniture,Tables,Central,Delivery Truck,110.2
Lisa DeCherney,Critical,Technology,Telephones and Communication,Central,Regular Air,8.99
Raymond Book,Low,Office Supplies,Paper,West,Regular Air,7.81
Erin Mull,High,Office Supplies,Paper,South,Regular Air,9.68
Karen Bern,Low,Office Supplies,Binders and Binder Accessories,South,Regular Air,5.68
Tracy Blumstein,Not Specified,Office Supplies,Binders and Binder Accessories,South,Regular Air,5.47
Tracy Blumstein,Not Specified,Office Supplies,Rubber Bands,South,Regular Air,0.75
Phillina Ober,High,Office Supplies,Paper,West,Regular Air,1.79
Liz Willingham,Low,Furniture,Office Furnishings,East,Regular Air,13.99
Liz Willingham,Low,Office Supplies,Pens & Art Supplies,East,Regular Air,0.93
Liz Willingham,Low,Technology,Telephones and Communication,East,Regular Air,8.99
Cindy Chapman,Critical,Office Supplies,Rubber Bands,West,Regular Air,0.7
Georgia Rosenberg,Low,Office Supplies,Appliances,South,Regular Air,3.5
Julie Kriz,Critical,Office Supplies,Binders and Binder Accessories,South,Regular Air,1.49
Julie Kriz,Critical,Office Supplies,"Scissors, Rulers and Trimmers",South,Regular Air,1.32
Victoria Brennan,High,Office Supplies,Pens & Art Supplies,West,Express Air,1.2
Victoria Brennan,High,Technology,Telephones and Communication,West,Regular Air,1.1
Janet Martin,Medium,Furniture,Office Furnishings,East,Express Air,4.98
Joni Wasserman,Medium,Furniture,Tables,East,Regular Air,69
Michael Granlund,Low,Technology,Computer Peripherals,Central,Regular Air,19.99
Darren Budd,Not Specified,Furniture,Bookcases,Central,Delivery Truck,54.74
James Lanier,Medium,Furniture,Chairs & Chairmats,Central,Delivery Truck,43.32
James Lanier,Medium,Technology,Computer Peripherals,Central,Regular Air,4.93
James Lanier,Medium,Office Supplies,Paper,Central,Regular Air,0.8
Carlos Soltero,Critical,Furniture,Office Furnishings,Central,Regular Air,8.78
Joel Jenkins,Medium,Office Supplies,Storage & Organization,Central,Express Air,9.45
Barry Pond,Critical,Furniture,Office Furnishings,West,Regular Air,5.72
Cathy Prescott,Low,Furniture,Bookcases,East,Delivery Truck,36.61
Ryan Crowe,Critical,Technology,Computer Peripherals,South,Regular Air,19.99
Justin Hirsh,Medium,Office Supplies,Binders and Binder Accessories,Central,Regular Air,1.49
Justin Hirsh,Medium,Office Supplies,Paper,Central,Regular Air,5.74
Rick Wilson,Low,Furniture,Bookcases,West,Delivery Truck,26.22
Cari Sayre,Low,Technology,Office Machines,West,Regular Air,13.99
Andrew Roberts,High,Office Supplies,Paper,West,Regular Air,9.17
Gary Hwang,Not Specified,Furniture,Office Furnishings,South,Express Air,4.98
Steve Nguyen,High,Technology,Computer Peripherals,East,Regular Air,7.18
Steve Nguyen,High,Office Supplies,Paper,East,Regular Air,8.16
Phillip Breyer,Medium,Office Supplies,Binders and Binder Accessories,Central,Regular Air,1.49
Tonja Turnell,Not Specified,Technology,Computer Peripherals,West,Regular Air,6.55
Gene McClure,Medium,Office Supplies,Binders and Binder Accessories,South,Regular Air,1.49
Gene McClure,Medium,Office Supplies,Rubber Bands,South,Regular Air,3.37
Dianna Arnett,Critical,Office Supplies,Pens & Art Supplies,East,Regular Air,1.23
Chris McAfee,Medium,Office Supplies,Pens & Art Supplies,West,Regular Air,1.6
Julie Kriz,Low,Office Supplies,Binders and Binder Accessories,South,Regular Air,19.99
Julie Kriz,Low,Furniture,Tables,South,Delivery Truck,41.64
Chuck Clark,Critical,Office Supplies,Envelopes,West,Regular Air,1.39
Chuck Clark,Critical,Office Supplies,Pens & Art Supplies,West,Regular Air,0.7
Barbara Fisher,Critical,Furniture,Chairs & Chairmats,Central,Delivery Truck,30
Barbara Fisher,Critical,Technology,Computer Peripherals,Central,Regular Air,4
Barbara Fisher,Critical,Office Supplies,Paper,Central,Regular Air,5.86
Tracy Collins,Critical,Office Supplies,Appliances,South,Express Air,19.99
Tracy Collins,Critical,Furniture,Office Furnishings,South,Express Air,4
Karen Carlisle,High,Furniture,Office Furnishings,West,Regular Air,8.55
Ashley Jarboe,High,Office Supplies,Labels,West,Regular Air,0.5
Ashley Jarboe,High,Technology,Telephones and Communication,West,Regular Air,0.99
Mathew Reese,Medium,Office Supplies,Envelopes,East,Regular Air,1.39
Mathew Reese,Medium,Technology,Telephones and Communication,East,Regular Air,8.08
Susan Pistek,High,Office Supplies,Labels,South,Regular Air,0.99
Deanra Eno,High,Furniture,Tables,East,Delivery Truck,85.63
Eugene Barchas,Critical,Technology,Computer Peripherals,Central,Express Air,8.99
Cynthia Delaney,High,Office Supplies,"Scissors, Rulers and Trimmers",West,Regular Air,3.37
Erin Creighton,High,Office Supplies,Paper,Central,Regular Air,5.68
Cari MacIntyre,Medium,Office Supplies,Paper,East,Regular Air,17.48
Cari MacIntyre,Medium,Office Supplies,Paper,Central,Regular Air,2.2
Deanra Eno,Low,Office Supplies,Pens & Art Supplies,East,Express Air,1.57
Brad Eason,Not Specified,Office Supplies,Paper,Central,Regular Air,7.64
Brad Eason,Not Specified,Office Supplies,Storage & Organization,Central,Express Air,4.81
Kristen Hastings,High,Technology,Telephones and Communication,South,Express Air,3.3
Kristen Hastings,High,Office Supplies,Paper,South,Regular Air,8.4
Kristen Hastings,High,Technology,Telephones and Communication,South,Regular Air,1.25
Roy Phan,Medium,Office Supplies,Binders and Binder Accessories,West,Regular Air,4.71
Roy Phan,Medium,Furniture,Office Furnishings,West,Regular Air,24.49
Bart Folk,Not Specified,Furniture,Chairs & Chairmats,West,Delivery Truck,57
Bart Folk,Not Specified,Office Supplies,Storage & Organization,West,Regular Air,9.37
James Galang,Critical,Office Supplies,Labels,South,Regular Air,5.33
Barry Weirich,Not Specified,Office Supplies,Binders and Binder Accessories,West,Regular Air,6.97
Michelle Lonsdale,Low,Office Supplies,Binders and Binder Accessories,Central,Regular Air,15.1
Michelle Lonsdale,Low,Office Supplies,Binders and Binder Accessories,Central,Regular Air,4.98
Linda Southworth,Medium,Office Supplies,Binders and Binder Accessories,South,Regular Air,5.68
Linda Southworth,Medium,Office Supplies,Paper,South,Regular Air,5.77
Fred McMath,Low,Office Supplies,Storage & Organization,East,Express Air,7.69
Michael Stewart,Not Specified,Technology,Computer Peripherals,West,Express Air,4.62
Clay Ludtke,High,Office Supplies,Pens & Art Supplies,East,Regular Air,0.7
Alex Russell,High,Office Supplies,Pens & Art Supplies,West,Regular Air,5
Dionis Lloyd,High,Office Supplies,Envelopes,East,Regular Air,12.39
Dave Poirier,High,Office Supplies,Storage & Organization,West,Express Air,19.99
Anthony Johnson,Critical,Office Supplies,Appliances,Central,Delivery Truck,23.19
Ashley Jarboe,Low,Office Supplies,Envelopes,West,Regular Air,6.66
Ashley Jarboe,Low,Furniture,Office Furnishings,West,Regular Air,13.99
Ashley Jarboe,Low,Office Supplies,Paper,West,Regular Air,7.44
Neil Ducich,Low,Office Supplies,Pens & Art Supplies,Central,Regular Air,0.7
Neil Ducich,Low,Office Supplies,Storage & Organization,Central,Regular Air,35
Ann Steele,High,Furniture,Bookcases,West,Delivery Truck,53.48
Gene McClure,Not Specified,Furniture,Office Furnishings,South,Regular Air,6.2
Nathan Mautz,Critical,Furniture,Office Furnishings,South,Regular Air,5.72
Nathan Mautz,Critical,Technology,Telephones and Communication,South,Regular Air,0.99
Lindsay Shagiari,Critical,Technology,Computer Peripherals,East,Regular Air,4
Aleksandra Gannaway,High,Office Supplies,Paper,South,Regular Air,1.43
Aleksandra Gannaway,High,Office Supplies,Paper,South,Regular Air,6.07
Aleksandra Gannaway,High,Office Supplies,Pens & Art Supplies,West,Regular Air,4.1
Hallie Redmond,Low,Furniture,Tables,East,Delivery Truck,59.24
Katrina Willman,Medium,Office Supplies,Paper,East,Regular Air,8.68
Grant Carroll,Low,Technology,Telephones and Communication,Central,Regular Air,8.99
Beth Paige,Not Specified,Technology,Telephones and Communication,Central,Regular Air,3.3
Bryan Spruell,Low,Technology,Telephones and Communication,West,Express Air,8.99
Chad McGuire,Critical,Office Supplies,Binders and Binder Accessories,East,Regular Air,1.49
Meg O'Connel,Low,Office Supplies,Binders and Binder Accessories,Central,Regular Air,7.17
Christy Brittain,Not Specified,Technology,Computer Peripherals,West,Regular Air,4.32
Christy Brittain,Not Specified,Furniture,Office Furnishings,East,Regular Air,6.02
Robert Dilbeck,Medium,Office Supplies,Appliances,South,Express Air,3.99
Patrick O'Donnell,Not Specified,Technology,Office Machines,Central,Regular Air,7.11
Patrick O'Donnell,Not Specified,Furniture,Tables,Central,Delivery Truck,43.75
Tom Prescott,High,Technology,Computer Peripherals,East,Regular Air,3.52
Phillina Ober,High,Technology,Computer Peripherals,West,Regular Air,1.99
Aaron Bergman,Not Specified,Office Supplies,Paper,West,Express Air,6.15
Aaron Bergman,Not Specified,Office Supplies,"Scissors, Rulers and Trimmers",West,Regular Air,3.6
Aaron Bergman,Not Specified,Technology,Telephones and Communication,West,Express Air,2.5
Christine Abelman,Critical,Office Supplies,Paper,West,Regular Air,7.54
Christine Abelman,Critical,Office Supplies,Paper,West,Regular Air,16.87
Carlos Soltero,Medium,Technology,Computer Peripherals,Central,Regular Air,7.18
Carlos Soltero,Medium,Office Supplies,Paper,Central,Express Air,7.49
Yana Sorensen,Medium,Office Supplies,Binders and Binder Accessories,East,Regular Air,4.98
Nora Pelletier,Medium,Office Supplies,Binders and Binder Accessories,South,Regular Air,2.99
Maurice Satty,High,Technology,Computer Peripherals,South,Regular Air,6.5
Henia Zydlo,Medium,Office Supplies,Appliances,South,Regular Air,19.99
Anne Pryor,Medium,Office Supplies,Binders and Binder Accessories,East,Express Air,7.78
Anne Pryor,Medium,Furniture,Office Furnishings,East,Regular Air,6.68
Anne Pryor,Medium,Office Supplies,Pens & Art Supplies,East,Regular Air,2.36
Anne Pryor,Medium,Office Supplies,"Scissors, Rulers and Trimmers",East,Regular Air,2.56
Christy Brittain,Medium,Furniture,Chairs & Chairmats,West,Delivery Truck,45
Christy Brittain,Medium,Office Supplies,Labels,West,Regular Air,0.5
Clay Cheatham,Not Specified,Technology,Copiers and Fax,West,Delivery Truck,49
Dorris Love,Not Specified,Technology,Computer Peripherals,East,Regular Air,8.65
Dorris Love,Not Specified,Office Supplies,Paper,East,Regular Air,5.08
Ken Heidel,High,Office Supplies,Paper,Central,Regular Air,5.76
Brian DeCherney,High,Technology,Computer Peripherals,West,Regular Air,1.99
Sylvia Foulston,High,Technology,Telephones and Communication,East,Regular Air,8.99
Sean O'Donnell,Low,Office Supplies,Paper,East,Regular Air,5.82
Sean O'Donnell,Low,Office Supplies,Pens & Art Supplies,East,Regular Air,1.01
Robert Marley,Not Specified,Office Supplies,Binders and Binder Accessories,East,Express Air,6.97
Allen Golden,Medium,Office Supplies,Pens & Art Supplies,Central,Regular Air,0.91
Allen Golden,Medium,Office Supplies,Pens & Art Supplies,Central,Regular Air,5.53
Bruce Stewart,Not Specified,Furniture,Office Furnishings,Central,Regular Air,14.37
Bruce Stewart,Not Specified,Furniture,Office Furnishings,South,Regular Air,6.67
Bruce Stewart,Not Specified,Office Supplies,Rubber Bands,South,Regular Air,0.7
Eudokia Martin,High,Office Supplies,Binders and Binder Accessories,Central,Regular Air,15.1
Eudokia Martin,High,Furniture,Office Furnishings,Central,Regular Air,2.83
Anthony Garverick,Critical,Office Supplies,Storage & Organization,East,Regular Air,6.5
Frank Merwin,High,Technology,Computer Peripherals,West,Regular Air,1.99
Lela Donovan,Medium,Office Supplies,Binders and Binder Accessories,Central,Regular Air,1.49
Erica Smith,Medium,Office Supplies,Paper,West,Express Air,5.15
Erica Smith,Medium,Office Supplies,Appliances,West,Delivery Truck,91.05
Erica Smith,Medium,Furniture,Office Furnishings,West,Express Air,24.49
Cari MacIntyre,Critical,Technology,Telephones and Communication,Central,Express Air,3.9
Sean Braxton,Not Specified,Furniture,Chairs & Chairmats,South,Delivery Truck,58.92
Sean Braxton,Not Specified,Furniture,Office Furnishings,South,Regular Air,11.17
Giulietta Baptist,Medium,Technology,Computer Peripherals,Central,Regular Air,7.18
Katherine Nockton,Not Specified,Office Supplies,Appliances,East,Regular Air,3.99
Katherine Nockton,Not Specified,Technology,Computer Peripherals,East,Regular Air,4
Max Engle,Low,Office Supplies,Paper,West,Regular Air,7.54
Mitch Gastineau,Low,Office Supplies,Pens & Art Supplies,West,Regular Air,2.87
Mitch Gastineau,Low,Office Supplies,Envelopes,West,Regular Air,19.99
Brad Thomas,Not Specified,Office Supplies,Paper,East,Regular Air,5.49
Benjamin Patterson,Not Specified,Technology,Computer Peripherals,West,Express Air,1.99
Ruben Ausman,Critical,Furniture,Office Furnishings,Central,Regular Air,8.78
Ruben Ausman,Critical,Office Supplies,Storage & Organization,Central,Regular Air,8.74
Dorothy Wardle,High,Technology,Computer Peripherals,Central,Regular Air,19.99
Muhammed MacIntyre,Medium,Office Supplies,Storage & Organization,Central,Express Air,35
Christy Brittain,High,Office Supplies,Rubber Bands,West,Regular Air,2.82
Christy Brittain,High,Office Supplies,"Scissors, Rulers and Trimmers",West,Regular Air,1.32
Christy Brittain,High,Office Supplies,Storage & Organization,West,Regular Air,9.45
Annie Thurman,Low,Technology,Telephones and Communication,West,Regular Air,5
Christine Sundaresam,High,Office Supplies,Pens & Art Supplies,Central,Regular Air,0.81
Mitch Willingham,Not Specified,Technology,Office Machines,South,Delivery Truck,14
Mitch Willingham,Not Specified,Office Supplies,Paper,South,Regular Air,8.18
Jack Lebron,Low,Technology,Copiers and Fax,Central,Regular Air,24.49
Anna Haberlin,Critical,Technology,Telephones and Communication,Central,Regular Air,8.99
Annie Thurman,High,Office Supplies,Paper,West,Express Air,1.14
Annie Thurman,High,Office Supplies,Pens & Art Supplies,West,Regular Air,4.17
Sam Zeldin,Not Specified,Furniture,Tables,East,Delivery Truck,89.3
Brad Eason,Not Specified,Office Supplies,Binders and Binder Accessories,Central,Regular Air,1.49
Brad Eason,Not Specified,Office Supplies,Paper,Central,Regular Air,19.99
Charlotte Melton,Medium,Office Supplies,Rubber Bands,Central,Regular Air,0.71
William Brown,Not Specified,Technology,Office Machines,South,Regular Air,9.44
William Brown,Not Specified,Technology,Telephones and Communication,South,Regular Air,7.69
Jennifer Ferguson,Critical,Technology,Telephones and Communication,South,Regular Air,8.99
Harold Dahlen,Not Specified,Technology,Telephones and Communication,East,Regular Air,5.99
Harold Dahlen,Not Specified,Technology,Computer Peripherals,West,Regular Air,19.99
Harold Dahlen,Not Specified,Office Supplies,Pens & Art Supplies,West,Regular Air,4.2
Pamela Stobb,Not Specified,Office Supplies,Binders and Binder Accessories,East,Regular Air,5.26
Pamela Stobb,Not Specified,Furniture,Office Furnishings,East,Regular Air,2.85
Fred Hopkins,Critical,Office Supplies,Paper,Central,Regular Air,1.46
Fred Hopkins,Critical,Technology,Telephones and Communication,Central,Regular Air,5
Laurel Elliston,Critical,Furniture,Office Furnishings,East,Regular Air,4
Frank Hawley,Medium,Office Supplies,Labels,West,Regular Air,0.99
Frank Hawley,Medium,Technology,Office Machines,West,Delivery Truck,55.3
Frank Hawley,Medium,Office Supplies,Paper,West,Regular Air,6.35
John Murray,Not Specified,Office Supplies,Envelopes,West,Regular Air,5.01
Barry Franz,High,Office Supplies,Appliances,East,Express Air,4.5
Ralph Kennedy,Not Specified,Office Supplies,Labels,Central,Regular Air,0.99
Ralph Kennedy,Not Specified,Furniture,Office Furnishings,Central,Express Air,5.33
Ralph Kennedy,Not Specified,Technology,Telephones and Communication,Central,Regular Air,2.5
Shahid Shariari,Medium,Furniture,Office Furnishings,Central,Regular Air,5.02
Shahid Shariari,Medium,Technology,Telephones and Communication,Central,Express Air,5.26
Daniel Raglin,Medium,Office Supplies,Envelopes,Central,Regular Air,1.39
